NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,VOTING AUTHORITY SHARED,VOTING AUTHORITY NONE,Filing Date
MERCK & CO INC NEW,COMMON STOCK,58933Y105,10000,215275,SH,,SOLE,,207470,0,0,0001291422-13-000004
MERCK & CO INC NEW,COMMON STOCK,58933Y105,10000,215275,SH,,SOLE,,0,0,7805,0001291422-13-000004
MERCK & CO INC NEW,COMMON STOCK,58933Y105,21,450,SH,,DFND,,450,0,0,0001291422-13-000004
MERCK & CO INC NEW,COMMON STOCK,58933Y105,257,5525,SH,,OTR,,5525,0,0,0001291422-13-000004
MEREDITH CORP,COMMON STOCK,589433101,1968,41250,SH,,SOLE,,38595,0,0,0001291422-13-000004
MEREDITH CORP,COMMON STOCK,589433101,1968,41250,SH,,SOLE,,0,0,2655,0001291422-13-000004
MEREDITH CORP,COMMON STOCK,589433101,21,440,SH,,DFND,,440,0,0,0001291422-13-000004
METROPOLITAN WEST,MUTUAL FUNDS -,592905848,1710,166216,SH,,SOLE,,166216,0,0,0001291422-13-000004
MFS EMERGING MARKETS,MUTUAL FUNDS -,55273E640,756,51185,SH,,SOLE,,46510,0,0,0001291422-13-000004
MFS EMERGING MARKETS,MUTUAL FUNDS -,55273E640,756,51185,SH,,SOLE,,0,0,4675,0001291422-13-000004
MICROCHIP TECHNOLOGY INC COM,COMMON STOCK,595017104,1912,51340,SH,,SOLE,,47915,0,0,0001291422-13-000004
MICROCHIP TECHNOLOGY INC COM,COMMON STOCK,595017104,1912,51340,SH,,SOLE,,0,0,3425,0001291422-13-000004
MICROCHIP TECHNOLOGY INC COM,COMMON STOCK,595017104,19,515,SH,,DFND,,515,0,0,0001291422-13-000004
MICROSOFT CORP COM,COMMON STOCK,594918104,6920,200325,SH,,SOLE,,194515,0,0,0001291422-13-000004
MICROSOFT CORP COM,COMMON STOCK,594918104,6920,200325,SH,,SOLE,,0,0,5810,0001291422-13-000004
MICROSOFT CORP COM,COMMON STOCK,594918104,268,7749,SH,,OTR,,7749,0,0,0001291422-13-000004
MOLEX INC,COMMON STOCK,608554200,2164,87055,SH,,SOLE,,81035,0,0,0001291422-13-000004
MOLEX INC,COMMON STOCK,608554200,2164,87055,SH,,SOLE,,0,0,6020,0001291422-13-000004
MOLEX INC,COMMON STOCK,608554200,22,900,SH,,DFND,,900,0,0,0001291422-13-000004
MORAINE VALLEY #524,MUNICIPAL OBLIG,216129EY8,668,665000,PRN,,SOLE,,665000,0,0,0001291422-13-000004
MORGAN STANLEY,CORPORATE BONDS,61747WAD1,202,200000,PRN,,SOLE,,200000,0,0,0001291422-13-000004
MORGAN STANLEY,CORPORATE BONDS,61747YCL7,313,300000,PRN,,SOLE,,300000,0,0,0001291422-13-000004
NATIONAL LIFE INS CO POLICY,INSURANCE POLIC,IP0000915,215,1,PRN,,SOLE,,1,0,0,0001291422-13-000004
NEW YORK CITY NY,MUNICIPAL OBLIG,64971QQY2,498,500000,PRN,,SOLE,,500000,0,0,0001291422-13-000004
NORTHERN TRUST CORPORATION,COMMON STOCK,665859104,4569,78912,SH,,SOLE,,75382,0,0,0001291422-13-000004
NORTHERN TRUST CORPORATION,COMMON STOCK,665859104,4569,78912,SH,,SOLE,,0,0,3530,0001291422-13-000004
NORTHERN TRUST CORPORATION,COMMON STOCK,665859104,191,3303,SH,,OTR,,3303,0,0,0001291422-13-000004
NOVARTIS AG,COMMON STOCK,66987V109,1944,27498,SH,,SOLE,,26033,0,0,0001291422-13-000004
NOVARTIS AG,COMMON STOCK,66987V109,1944,27498,SH,,SOLE,,0,0,1465,0001291422-13-000004
NOVARTIS AG,COMMON STOCK,66987V109,20,285,SH,,DFND,,285,0,0,0001291422-13-000004
NUCOR CORP COM,COMMON STOCK,670346105,589,13600,SH,,SOLE,,13600,0,0,0001291422-13-000004
OLIN CORP,COMMON STOCK,680665205,1842,77014,SH,,SOLE,,71874,0,0,0001291422-13-000004
OLIN CORP,COMMON STOCK,680665205,1842,77014,SH,,SOLE,,0,0,5140,0001291422-13-000004
OLIN CORP,COMMON STOCK,680665205,18,770,SH,,DFND,,770,0,0,0001291422-13-000004
OPPENHEIMER,MUTUAL FUNDS -,68380L407,15476,474446,SH,,SOLE,,457616,0,0,0001291422-13-000004
OPPENHEIMER,MUTUAL FUNDS -,68380L407,15476,474446,SH,,SOLE,,0,0,16830,0001291422-13-000004
OPPENHEIMER,MUTUAL FUNDS -,68380L407,900,27594,SH,,OTR,,27553,0,0,0001291422-13-000004
OPPENHEIMER,MUTUAL FUNDS -,68380L407,900,27594,SH,,OTR,,0,0,41,0001291422-13-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974109,395,11640,SH,,SOLE,,11640,0,0,0001291422-13-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974505,16975,505820,SH,,SOLE,,489768,0,0,0001291422-13-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974505,16975,505820,SH,,SOLE,,0,0,16052,0001291422-13-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974505,1382,41169,SH,,OTR,,41093,0,0,0001291422-13-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974505,1382,41169,SH,,OTR,,0,0,76,0001291422-13-000004
OPPENHEIMER INTERNATIONAL,MUTUAL FUNDS -,68380T509,811,133357,SH,,SOLE,,115782,0,0,0001291422-13-000004
OPPENHEIMER INTERNATIONAL,MUTUAL FUNDS -,68380T509,811,133357,SH,,SOLE,,0,0,17575,0001291422-13-000004
ORACLE CORP COM,COMMON STOCK,68389X105,1243,40485,SH,,SOLE,,40485,0,0,0001291422-13-000004
PAC LIFE INS CO LAST SURVIVOR,INSURANCE POLIC,IP0001566,495,1,PRN,,DFND,,1,0,0,0001291422-13-000004
PEPSICO INC COM,COMMON STOCK,713448108,27961,341866,SH,,SOLE,,338801,0,0,0001291422-13-000004
PEPSICO INC COM,COMMON STOCK,713448108,27961,341866,SH,,SOLE,,0,0,3065,0001291422-13-000004
PEPSICO INC COM,COMMON STOCK,713448108,1180,14432,SH,,OTR,,14432,0,0,0001291422-13-000004
PEPSICO INC COM,CORPORATE BONDS,713448CE6,372,375000,PRN,,SOLE,,375000,0,0,0001291422-13-000004
PFIZER INC COM,COMMON STOCK,717081103,599,21395,SH,,SOLE,,21395,0,0,0001291422-13-000004
PNC FINANCIAL SERVICES GROUP,COMMON STOCK,693475105,7496,102796,SH,,SOLE,,99391,0,0,0001291422-13-000004
PNC FINANCIAL SERVICES GROUP,COMMON STOCK,693475105,7496,102796,SH,,SOLE,,0,0,3405,0001291422-13-000004
PNC FINANCIAL SERVICES GROUP,COMMON STOCK,693475105,273,3743,SH,,OTR,,3743,0,0,0001291422-13-000004
PNC FUNDING CORP,CORPORATE BONDS,693476BF9,300,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
PNC FUNDING CORP,CORPORATE BONDS,693476BG7,213,200000,PRN,,SOLE,,200000,0,0,0001291422-13-000004
PRAXAIR INC COM,COMMON STOCK,74005P104,579,5030,SH,,SOLE,,5030,0,0,0001291422-13-000004
PRAXAIR INC COM,COMMON STOCK,74005P104,115,1000,SH,,OTR,,1000,0,0,0001291422-13-000004
PRECISION CASTPARTS CORP,COMMON STOCK,740189105,13172,58279,SH,,SOLE,,56764,0,0,0001291422-13-000004
PRECISION CASTPARTS CORP,COMMON STOCK,740189105,13172,58279,SH,,SOLE,,0,0,1515,0001291422-13-000004
PRECISION CASTPARTS CORP,COMMON STOCK,740189105,445,1968,SH,,OTR,,1968,0,0,0001291422-13-000004
PROCTER & GAMBLE,COMMON STOCK,742718109,13822,179524,SH,,SOLE,,174704,0,0,0001291422-13-000004
PROCTER & GAMBLE,COMMON STOCK,742718109,13822,179524,SH,,SOLE,,0,0,4820,0001291422-13-000004
PROCTER & GAMBLE,COMMON STOCK,742718109,19,245,SH,,DFND,,245,0,0,0001291422-13-000004
PROCTER & GAMBLE,COMMON STOCK,742718109,869,11290,SH,,OTR,,11290,0,0,0001291422-13-000004
PUTNAM TAX-FREE INCOME TRUST,MUTUAL FUNDS -,746872878,1007,82887,SH,,SOLE,,64994,0,0,0001291422-13-000004
PUTNAM TAX-FREE INCOME TRUST,MUTUAL FUNDS -,746872878,1007,82887,SH,,SOLE,,0,0,17893,0001291422-13-000004
Q LOTUS HOLDINGS INC,COMMON STOCK,74733U102,2,240000,SH,,SOLE,,240000,0,0,0001291422-13-000004
QUALCOMM INC COM,COMMON STOCK,747525103,8332,136382,SH,,SOLE,,131657,0,0,0001291422-13-000004
QUALCOMM INC COM,COMMON STOCK,747525103,8332,136382,SH,,SOLE,,0,0,4725,0001291422-13-000004
QUALCOMM INC COM,COMMON STOCK,747525103,461,7542,SH,,OTR,,7542,0,0,0001291422-13-000004
RAYTHEON,COMMON STOCK,755111507,1968,29757,SH,,SOLE,,27754,0,0,0001291422-13-000004
RAYTHEON,COMMON STOCK,755111507,1968,29757,SH,,SOLE,,0,0,2003,0001291422-13-000004
RAYTHEON,COMMON STOCK,755111507,20,295,SH,,DFND,,295,0,0,0001291422-13-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R599,914,69628,SH,,SOLE,,69628,0,0,0001291422-13-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R664,5297,327966,SH,,SOLE,,327966,0,0,0001291422-13-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R672,31569,1942696,SH,,SOLE,,1923008,0,0,0001291422-13-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R672,31569,1942696,SH,,SOLE,,0,0,19688,0001291422-13-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R672,2012,123813,SH,,OTR,,123225,0,0,0001291422-13-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R672,2012,123813,SH,,OTR,,0,0,588,0001291422-13-000004
RIO RANCHO NEW MEXICO,MUNICIPAL OBLIG,767169DQ5,346,350000,PRN,,SOLE,,350000,0,0,0001291422-13-000004
ROCK TENN CO,COMMON STOCK,772739207,5788,57950,SH,,SOLE,,56010,0,0,0001291422-13-000004
ROCK TENN CO,COMMON STOCK,772739207,5788,57950,SH,,SOLE,,0,0,1940,0001291422-13-000004
ROCK TENN CO,COMMON STOCK,772739207,242,2420,SH,,OTR,,2420,0,0,0001291422-13-000004
ROSEMONT IL,MUNICIPAL OBLIG,777543TF6,253,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
ROYAL DUTCH SHELL PLC-ADR,COMMON STOCK,780259206,1417,22217,SH,,SOLE,,20722,0,0,0001291422-13-000004
ROYAL DUTCH SHELL PLC-ADR,COMMON STOCK,780259206,1417,22217,SH,,SOLE,,0,0,1495,0001291422-13-000004
ROYAL DUTCH SHELL PLC-ADR,COMMON STOCK,780259206,14,225,SH,,DFND,,225,0,0,0001291422-13-000004
SCHLUMBERGER LTD COM,COMMON STOCK,806857108,201,2809,SH,,SOLE,,2809,0,0,0001291422-13-000004
SCHLUMBERGER LTD COM,COMMON STOCK,806857108,0,1,SH,,OTR,,1,0,0,0001291422-13-000004
SENTINEL COMMON CLASS A,MUTUAL FUNDS -,817270309,8406,216874,SH,,SOLE,,216874,0,0,0001291422-13-000004
SENTINEL COMMON CLASS A,MUTUAL FUNDS -,817270309,202,5220,SH,,DFND,,5220,0,0,0001291422-13-000004
SENTINEL COMMON CLASS I,MUTUAL FUNDS -,81728B700,2479,63980,SH,,SOLE,,63980,0,0,0001291422-13-000004
STARBUCKS CORPORATION,COMMON STOCK,855244109,215,3277,SH,,SOLE,,3277,0,0,0001291422-13-000004
SUN PRAIRIE WI,MUNICIPAL OBLIG,866854MS8,287,275000,PRN,,SOLE,,275000,0,0,0001291422-13-000004
SUN PRAIRIE WI,MUNICIPAL OBLIG,866854NY4,244,245000,PRN,,SOLE,,245000,0,0,0001291422-13-000004
SYSCO CORP COM,COMMON STOCK,871829107,1942,56850,SH,,SOLE,,53150,0,0,0001291422-13-000004
SYSCO CORP COM,COMMON STOCK,871829107,1942,56850,SH,,SOLE,,0,0,3700,0001291422-13-000004
SYSCO CORP COM,COMMON STOCK,871829107,17,510,SH,,DFND,,510,0,0,0001291422-13-000004
TCW SELECT EQUITIES,MUTUAL FUNDS -,87234N732,5704,280589,SH,,SOLE,,280589,0,0,0001291422-13-000004
TELEFONICA BRASIL SA,COMMON STOCK,87936R106,1738,76140,SH,,SOLE,,71050,0,0,0001291422-13-000004
TELEFONICA BRASIL SA,COMMON STOCK,87936R106,1738,76140,SH,,SOLE,,0,0,5090,0001291422-13-000004
TELEFONICA BRASIL SA,COMMON STOCK,87936R106,15,670,SH,,DFND,,670,0,0,0001291422-13-000004
THOMSON REUTERS CORPORATION,COMMON STOCK,884903105,1771,54364,SH,,SOLE,,50719,0,0,0001291422-13-000004
THOMSON REUTERS CORPORATION,COMMON STOCK,884903105,1771,54364,SH,,SOLE,,0,0,3645,0001291422-13-000004
THOMSON REUTERS CORPORATION,COMMON STOCK,884903105,18,550,SH,,DFND,,550,0,0,0001291422-13-000004
TUCSON AZ,MUNICIPAL OBLIG,898711P83,1006,1000000,PRN,,SOLE,,1000000,0,0,0001291422-13-000004
UNION CNTY NJ UTILITIES AUTH,MUNICIPAL OBLIG,906365EG2,254,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
UNION PAC CORP COM,COMMON STOCK,907818108,7046,45667,SH,,SOLE,,44242,0,0,0001291422-13-000004
UNION PAC CORP COM,COMMON STOCK,907818108,7046,45667,SH,,SOLE,,0,0,1425,0001291422-13-000004
UNION PAC CORP COM,COMMON STOCK,907818108,267,1728,SH,,OTR,,1728,0,0,0001291422-13-000004
UNITREND INC,COMMON STOCK,913273991,0,11000,SH,,SOLE,,11000,0,0,0001291422-13-000004
US BANCORP INC,CORPORATE BONDS,91159HGY0,250,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
US BANCORP INC,CORPORATE BONDS,91159HHB9,764,745000,PRN,,SOLE,,500000,0,0,0001291422-13-000004
US BANCORP INC,CORPORATE BONDS,91159HHB9,764,745000,PRN,,SOLE,,0,0,245000,0001291422-13-000004
US BANK N.A. NOTES,CORPORATE BONDS,90331HKP7,343,325000,PRN,,SOLE,,325000,0,0,0001291422-13-000004
UTAH ST BRD OF RGTS,MUNICIPAL OBLIG,91754RPZ4,281,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
VANGUARD,MUTUAL FUNDS -,921937850,206,19623,SH,,SOLE,,17492,0,0,0001291422-13-000004
VANGUARD,MUTUAL FUNDS -,921937850,206,19623,SH,,SOLE,,0,0,2131,0001291422-13-000004
VANGUARD,COMMON STOCK,922042775,396,8947,SH,,SOLE,,8947,0,0,0001291422-13-000004
VANGUARD,COMMON STOCK,922042858,419,10801,SH,,SOLE,,10801,0,0,0001291422-13-000004
VANGUARD,COMMON STOCK,922908413,221,3019,SH,,SOLE,,3019,0,0,0001291422-13-000004
VANGUARD,MUTUAL FUNDS -,922908421,393,9707,SH,,SOLE,,9623,0,0,0001291422-13-000004
VANGUARD,MUTUAL FUNDS -,922908421,393,9707,SH,,SOLE,,0,0,84,0001291422-13-000004
VERIZON COMMUNICATIONS,COMMON STOCK,92343V104,7722,153399,SH,,SOLE,,146485,0,0,0001291422-13-000004
VERIZON COMMUNICATIONS,COMMON STOCK,92343V104,7722,153399,SH,,SOLE,,0,0,6914,0001291422-13-000004
VERIZON COMMUNICATIONS,COMMON STOCK,92343V104,406,8058,SH,,OTR,,8058,0,0,0001291422-13-000004
WELLS FARGO & COMPANY,COMMON STOCK,949746101,7533,182521,SH,,SOLE,,176481,0,0,0001291422-13-000004
WELLS FARGO & COMPANY,COMMON STOCK,949746101,7533,182521,SH,,SOLE,,0,0,6040,0001291422-13-000004
WELLS FARGO & COMPANY,COMMON STOCK,949746101,260,6292,SH,,OTR,,6292,0,0,0001291422-13-000004
WELLS FARGO & COMPANY,CORPORATE BONDS,949746FJ5,253,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
WELLS FARGO & COMPANY,CORPORATE BONDS,949746JE2,276,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
WELLS FARGO ADVANTAGE,MUTUAL FUNDS -,949917702,46998,9750626,SH,,SOLE,,9692459,0,0,0001291422-13-000004
WELLS FARGO ADVANTAGE,MUTUAL FUNDS -,949917702,46998,9750626,SH,,SOLE,,0,0,58167,0001291422-13-000004
WELLS FARGO ADVANTAGE,MUTUAL FUNDS -,949917702,859,178256,SH,,OTR,,178256,0,0,0001291422-13-000004
WELLS FARGO BANK WFC,CORPORATE BONDS,94980VAA6,264,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000004
XILINX INC COM,COMMON STOCK,983919101,6285,158662,SH,,SOLE,,153142,0,0,0001291422-13-000004
XILINX INC COM,COMMON STOCK,983919101,6285,158662,SH,,SOLE,,0,0,5520,0001291422-13-000004
XILINX INC COM,COMMON STOCK,983919101,228,5755,SH,,OTR,,5755,0,0,0001291422-13-000004
ABBOTT,COMMON STOCK,002824100,244,7000,SH,,SOLE,,7000,0,0,0001291422-13-000005
ABBOTT,COMMON STOCK,002824100,225,6450,SH,,OTR,,6450,0,0,0001291422-13-000005
ABBVIE INC,COMMON STOCK,00287Y109,7851,189922,SH,,SOLE,,188907,0,1015,0001291422-13-000005
ABBVIE INC,COMMON STOCK,00287Y109,535,12930,SH,,OTR,,12930,0,0,0001291422-13-000005
ACCENTURE PLC-CL A,COMMON STOCK,G1151C101,5248,72935,SH,,SOLE,,70130,0,2805,0001291422-13-000005
ACCENTURE PLC-CL A,COMMON STOCK,G1151C101,202,2803,SH,,OTR,,2803,0,0,0001291422-13-000005
AGILENT TECHNOLOGIES INC,COMMON STOCK,00846U101,5574,130344,SH,,SOLE,,125859,0,4485,0001291422-13-000005
AGILENT TECHNOLOGIES INC,COMMON STOCK,00846U101,184,4311,SH,,OTR,,4311,0,0,0001291422-13-000005
ALAMO TX CMNTY CLG DIST,MUNICIPAL OBLIG,011420KW5,201,200000,PRN,,SOLE,,200000,0,0,0001291422-13-000005
ALMONT MICH CMNTY SCHS,MUNICIPAL OBLIG,020366EW6,299,300000,PRN,,SOLE,,300000,0,0,0001291422-13-000005
ALMONT MICH CMNTY SCHS,MUNICIPAL OBLIG,020366EX4,298,300000,PRN,,SOLE,,300000,0,0,0001291422-13-000005
AMERICAN BEACON,MUTUAL FUNDS -,02368A638,23202,934809,SH,,SOLE,,885701,0,49108,0001291422-13-000005
AMERICAN BEACON,MUTUAL FUNDS -,02368A638,1740,70125,SH,,OTR,,69990,0,135,0001291422-13-000005
AMERICAN INCOME FUND OF AMERICA,MUTUAL FUNDS -,453320103,223,11729,SH,,SOLE,,11729,0,0,0001291422-13-000005
AMERICAN INCOME FUND OF AMERICA,MUTUAL FUNDS -,453320814,202,10574,SH,,SOLE,,10574,0,0,0001291422-13-000005
ANADARKO PETROLEUM CORPORATION,COMMON STOCK,032511107,7010,81577,SH,,SOLE,,79362,0,2215,0001291422-13-000005
ANADARKO PETROLEUM CORPORATION,COMMON STOCK,032511107,212,2465,SH,,OTR,,2465,0,0,0001291422-13-000005
AON CORPORATION,COMMON STOCK,G0408V102,225,3500,SH,,SOLE,,3500,0,0,0001291422-13-000005
APPLE INC.,COMMON STOCK,037833100,16514,41646,SH,,SOLE,,40355,0,1291,0001291422-13-000005
APPLE INC.,COMMON STOCK,037833100,23,58,SH,,DFND,,58,0,0,0001291422-13-000005
APPLE INC.,COMMON STOCK,037833100,401,1011,SH,,OTR,,1011,0,0,0001291422-13-000005
AT&T INC.,COMMON STOCK,00206R102,2261,63872,SH,,SOLE,,57198,0,6674,0001291422-13-000005
AT&T INC.,COMMON STOCK,00206R102,18,500,SH,,DFND,,500,0,0,0001291422-13-000005
ATHENS OH,MUNICIPAL OBLIG,047195HM7,199,200000,PRN,,SOLE,,200000,0,0,0001291422-13-000005
BANK OF HAWAII CORP,COMMON STOCK,062540109,1802,35813,SH,,SOLE,,33423,0,2390,0001291422-13-000005
BANK OF HAWAII CORP,COMMON STOCK,062540109,16,325,SH,,DFND,,325,0,0,0001291422-13-000005
BANK OF MONTREAL,COMMON STOCK,063671101,2141,36903,SH,,SOLE,,35263,0,1640,0001291422-13-000005
BANK OF MONTREAL,COMMON STOCK,063671101,14,245,SH,,DFND,,245,0,0,0001291422-13-000005
BANK OF MONTREAL,COMMON STOCK,063671101,32,556,SH,,OTR,,556,0,0,0001291422-13-000005
BEAR STEARNS,CORPORATE BONDS,073902CD8,270,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000005
BMO,MUTUAL FUNDS -,09658L612,260,12232,SH,,SOLE,,12232,0,0,0001291422-13-000005
BOEING CO,COMMON STOCK,097023105,2684,26205,SH,,SOLE,,26205,0,0,0001291422-13-000005
BOEING CO,COMMON STOCK,097023105,43,422,SH,,OTR,,422,0,0,0001291422-13-000005
BP CAPITAL PLC,CORPORATE BONDS,05565QBN7,261,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000005
BP PLC SPONSORED ADR,COMMON STOCK,055622104,2875,68871,SH,,SOLE,,66117,0,2754,0001291422-13-000005
BP PLC SPONSORED ADR,COMMON STOCK,055622104,17,410,SH,,DFND,,410,0,0,0001291422-13-000005
BRISTOL MYERS SQUIBB CO COM,COMMON STOCK,110122108,3597,80480,SH,,SOLE,,76780,0,3700,0001291422-13-000005
BRISTOL MYERS SQUIBB CO COM,COMMON STOCK,110122108,25,555,SH,,DFND,,555,0,0,0001291422-13-000005
BRISTOL MYERS SQUIBB CO COM,COMMON STOCK,110122108,42,934,SH,,OTR,,934,0,0,0001291422-13-000005
BROWN CAPITAL MGMT,MUTUAL FUNDS -,115291403,22742,387889,SH,,SOLE,,367129,0,20760,0001291422-13-000005
BROWN CAPITAL MGMT,MUTUAL FUNDS -,115291403,1734,29580,SH,,OTR,,29523,0,57,0001291422-13-000005
BROWN CAPITAL MGMT,MUTUAL FUNDS -,115291833,286,4895,SH,,SOLE,,4895,0,0,0001291422-13-000005
BRUNSWICK CNTY N C,MUNICIPAL OBLIG,117061VE8,297,300000,PRN,,SOLE,,300000,0,0,0001291422-13-000005
CAN IMPERIAL BK OF COMMERCE,COMMON STOCK,136069101,1330,18738,SH,,SOLE,,17488,0,1250,0001291422-13-000005
CAN IMPERIAL BK OF COMMERCE,COMMON STOCK,136069101,13,185,SH,,DFND,,185,0,0,0001291422-13-000005
CANON INC ADR,COMMON STOCK,138006309,1504,45758,SH,,SOLE,,42698,0,3060,0001291422-13-000005
CANON INC ADR,COMMON STOCK,138006309,15,460,SH,,DFND,,460,0,0,0001291422-13-000005
CASS CNTY ND,MUNICIPAL OBLIG,148037CK8,206,200000,PRN,,SOLE,,200000,0,0,0001291422-13-000005
CATERPILLAR FINANCIAL SRVCS CORP,CORPORATE BONDS,14912L5H0,299,300000,PRN,,SOLE,,300000,0,0,0001291422-13-000005
CEDAR GROVE - BELGIUM WI,MUNICIPAL OBLIG,150375EX7,209,210000,PRN,,SOLE,,210000,0,0,0001291422-13-000005
CEDAR GROVE - BELGIUM WI,MUNICIPAL OBLIG,150375EY5,199,200000,PRN,,SOLE,,200000,0,0,0001291422-13-000005
CHAGRIN FALLS OH,MUNICIPAL OBLIG,157447KR3,274,275000,PRN,,SOLE,,275000,0,0,0001291422-13-000005
CHEVRON TEXACO CORP,COMMON STOCK,166764100,9920,83825,SH,,SOLE,,79905,0,3920,0001291422-13-000005
CHEVRON TEXACO CORP,COMMON STOCK,166764100,20,170,SH,,DFND,,170,0,0,0001291422-13-000005
CHEVRON TEXACO CORP,COMMON STOCK,166764100,284,2396,SH,,OTR,,2396,0,0,0001291422-13-000005
CHIPPEWA FALLS WI,MUNICIPAL OBLIG,169772VS6,250,255000,PRN,,SOLE,,255000,0,0,0001291422-13-000005
CHUBB CORP,COMMON STOCK,171232101,5791,68411,SH,,SOLE,,65936,0,2475,0001291422-13-000005
CHUBB CORP,COMMON STOCK,171232101,261,3078,SH,,OTR,,3078,0,0,0001291422-13-000005
CISCO SYS INC COM,COMMON STOCK,17275R102,1106,45448,SH,,SOLE,,45448,0,0,0001291422-13-000005
COLGATE PALMOLIVE CO COM,COMMON STOCK,194162103,57,998,SH,,SOLE,,998,0,0,0001291422-13-000005
COLGATE PALMOLIVE CO COM,COMMON STOCK,194162103,155,2700,SH,,OTR,,2700,0,0,0001291422-13-000005
COLORADO SPRINGS CO,MUNICIPAL OBLIG,196632MH3,545,500000,PRN,,SOLE,,500000,0,0,0001291422-13-000005
COLUMBUS OH,MUNICIPAL OBLIG,199492AD1,492,500000,PRN,,SOLE,,500000,0,0,0001291422-13-000005
CONOCOPHILLIPS,COMMON STOCK,20825C104,2264,37414,SH,,SOLE,,35299,0,2115,0001291422-13-000005
CONOCOPHILLIPS,COMMON STOCK,20825C104,19,310,SH,,DFND,,310,0,0,0001291422-13-000005
CONOCOPHILLIPS,COMMON STOCK,20825C104,12,200,SH,,OTR,,200,0,0,0001291422-13-000005
CREDIT SUISSE,MUTUAL FUNDS -,22544R107,914,129518,SH,,SOLE,,129518,0,0,0001291422-13-000005
CREDIT SUISSE NEW YORK,CORPORATE BONDS,22546QAE7,261,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000005
CRYSTAL GRAPHITE CORPORATION,COMMON STOCK,229248109,0,300000,SH,,SOLE,,300000,0,0,0001291422-13-000005
CVS/CAREMARK CORP,COMMON STOCK,126650100,6968,121853,SH,,SOLE,,117078,0,4775,0001291422-13-000005
CVS/CAREMARK CORP,COMMON STOCK,126650100,272,4756,SH,,OTR,,4756,0,0,0001291422-13-000005
D R HORTON INC.,COMMON STOCK,23331A109,8940,420115,SH,,SOLE,,408175,0,11940,0001291422-13-000005
D R HORTON INC.,COMMON STOCK,23331A109,301,14147,SH,,OTR,,14147,0,0,0001291422-13-000005
DANA MOLDED PRODUCTS INC CLASS B,COMMON STOCK,239002991,0,87029,SH,,OTR,,87029,0,0,0001291422-13-000005
DE KALB CNTY IL,MUNICIPAL OBLIG,240559BQ6,303,300000,PRN,,SOLE,,300000,0,0,0001291422-13-000005
DES PERES MO,MUNICIPAL OBLIG,250199EM4,531,500000,PRN,,SOLE,,500000,0,0,0001291422-13-000005
DEUTSCHE BK LOND DB,CORPORATE BONDS,2515A0U76,261,250000,PRN,,SOLE,,250000,0,0,0001291422-13-000005
DISNEY,COMMON STOCK,254687106,7046,111576,SH,,SOLE,,108796,0,2780,0001291422-13-000005
DISNEY,COMMON STOCK,254687106,293,4635,SH,,OTR,,4635,0,0,0001291422-13-000005
DRIL-QUIP INC,COMMON STOCK,262037104,5391,59705,SH,,SOLE,,57870,0,1835,0001291422-13-000005
DRIL-QUIP INC,COMMON STOCK,262037104,162,1790,SH,,OTR,,1790,0,0,0001291422-13-000005
E.I. DUPONT DE NEMOURS,COMMON STOCK,263534109,1650,31436,SH,,SOLE,,31436,0,0,0001291422-13-000005
E.I. DUPONT DE NEMOURS,COMMON STOCK,263534109,137,2600,SH,,OTR,,2600,0,0,0001291422-13-000005
EBAY INC.,COMMON STOCK,278642103,6008,116165,SH,,SOLE,,111440,0,4725,0001291422-13-000005
EBAY INC.,COMMON STOCK,278642103,198,3825,SH,,OTR,,3825,0,0,0001291422-13-000005
EII INTERNATIONAL PROPERTY FUND,MUTUAL FUNDS -,26852M105,1523,81348,SH,,SOLE,,81348,0,0,0001291422-13-000005
ELK GROVE PK DIST,MUNICIPAL OBLIG,287317GY1,541,525000,PRN,,SOLE,,425000,0,100000,0001291422-13-000005
